"Prime Contract ID","Contract Includes Sub Vendors","Vendor Record Type","Prime Vendor","Prime Vendor M/WBE Category","Prime Contract Purpose","Prime Contract Current Amount","Prime Contract Original Amount","Prime Vendor Spend to Date","Prime Contract Start Date","Prime Contract End Date","Prime Contract Registration Date","Prime Woman Owned Business","Prime Emerging Business","Prime Contracting Agency","OCA Number","Prime Contract Version","FMS Document/Parent Contract ID","Prime Contract Type","Prime Contract Award Method","Prime Contract Expense Category","Prime Contract Industry","Prime Contract PIN","Prime Contract APT PIN","% COVID Spending","% Other Spending","Sub Vendor","Sub Vendor M/WBE Category","Sub Contract Purpose","Subcontract Status","Sub Contract Industry","Sub Contract Current Amount","Sub Contract Original Amount","Sub Vendor Paid to Date","Sub Contract Start Date","Sub Contract End Date","Sub Contract Reference ID","Sub Woman Owned Business","Sub Emerging Business"
CT181620248807178,No Data Entered,Prime Vendor,POPLAR HEALTHCARE PLLC,Non-M/WBE,Whole Genome Sequencing for SARS-CoV-2 variants for FY23-29.,792000.00,792000.00,0.00,2022-08-16,2028-08-15,2024-05-06,No ,No ,Department of Health and Mental Hygiene,,3,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,CONTRACTUAL SERVICES GENERAL,Human Services,81623N0018002,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248806567,No Data Entered,Prime Vendor,HEALTHQUEST ESOTERICS INC,Non-M/WBE,Disease Diagnostic testing in NYC SNFs.,6500000.00,6500000.00,779229.02,2023-06-03,2024-06-02,2024-05-07,No ,No ,Department of Health and Mental Hygiene,,3,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,CONTRACTUAL SERVICES GENERAL,Human Services,81623N0050001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248805743,No Data Entered,Prime Vendor,Island Adworx Advertising,Non-M/WBE,Advertising space on Staten Island Ferry and terminals,1000000.00,1000000.00,250892.86,2023-06-01,2024-05-31,2024-05-02,No ,No ,Department of Health and Mental Hygiene,,6,-,WORK/LABOR,RENEWAL OF CONTRACT,ADVERTISING,Professional Services,81622S0022001R001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248805478,Not Required,Prime Vendor,ANDE Corporation,Non-M/WBE,ANDE 6C INSTRUMENT WITH 3 YR SERVICE,151600.00,151600.00,166150.00,2023-03-01,2026-02-28,2024-02-21,No ,No ,Department of Health and Mental Hygiene,,1,-,REQUIREMENTS-GOODS,SOLE SOURCE,CAPITAL PURCHASED EQUIPMENT,Goods,81624S0003001E003,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248805332,Not Required,Prime Vendor,NEW YORK UNIVERSITY,Non-M/WBE,Observational Study of Monkeypox Immunity (OSMI).,200000.00,200000.00,178027.55,2022-07-01,2023-06-30,2024-02-23,No ,No ,Department of Health and Mental Hygiene,,3,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,CONTRACTUAL SERVICES GENERAL,Professional Services,81623N0051001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248805074,No Data Entered,Prime Vendor,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,Non-M/WBE,Whole Genome Sequencing for SARS-CoV-2 variants for FY23-29.,2100000.00,2100000.00,92550.00,2022-08-16,2028-08-15,2024-05-07,No ,No ,Department of Health and Mental Hygiene,,3,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,CONTRACTUAL SERVICES GENERAL,Human Services,81623N0018004,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248804516,Not Required,Prime Vendor,DERIVE TECHNOLOGIES LLC,Asian American,EXTENDED WARRANTY FOR THE DELLA LAPTOPS,23242.16,23242.16,23242.16,2023-03-14,2025-04-07,2024-02-13,No ,No ,Department of Health and Mental Hygiene,,2,-,REQUIREMENTS-SERVICES,M/WBE SMALL PURCHASE,MAINT & REP GENERAL,Professional Services,81624W0035001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248803991,No Data Entered,Prime Vendor,GROVEWARE ENTERPRISE TECHNOLOGIES  INC,Non-M/WBE,Technical Maintenance and Support,1145500.00,1145500.00,283624.00,2023-03-01,2029-02-28,2023-12-21,No ,No ,Department of Health and Mental Hygiene,,4,-,PROGRAMS,SOLE SOURCE,CONTRACTUAL SERVICES GENERAL,Human Services,81623S0008001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248803442,Yes,Prime Vendor,HIGH RISE FIRE PROTECTION CORP.,Non-M/WBE,"Fire Alarm System Central Station Monitoring, Inspection",815000.00,815000.00,416574.04,2022-03-01,2024-02-29,2023-12-13,No ,No ,Department of Health and Mental Hygiene,,6,-,WORK/LABOR,RENEWAL OF CONTRACT,MAINT & OPER OF INFRASTRUCTURE,Human Services,81618B8230KXLR001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248803442,Yes,Sub Vendor,HIGH RISE FIRE PROTECTION CORP.,Non-M/WBE,"Fire Alarm System Central Station Monitoring, Inspection",0.00,0.00,0.00,2022-03-01,2024-02-29,2023-12-13,No ,No ,Department of Health and Mental Hygiene,,10,-,WORK/LABOR,RENEWAL OF CONTRACT,MAINT & OPER OF INFRASTRUCTURE,Human Services,81618B8230KXLR001,"",-,-,TESCO FIRE SERVICES INC,Asian American,"Fire Alarm Inspection, Testing, Maintenance & Repair.",No Subcontract Payments Submitted,Construction Services,70000.00,70000.00,0.00,2022-03-01,2024-02-29,005,No ,No 
CT181620248803442,Yes,Sub Vendor,HIGH RISE FIRE PROTECTION CORP.,Non-M/WBE,"Fire Alarm System Central Station Monitoring, Inspection",0.00,0.00,0.00,2022-03-01,2024-02-29,2023-12-13,No ,No ,Department of Health and Mental Hygiene,,10,-,WORK/LABOR,RENEWAL OF CONTRACT,MAINT & OPER OF INFRASTRUCTURE,Human Services,81618B8230KXLR001,"",-,-,STATEWIDE FIRE CORP.,Women (Non-Minority),Fire Alarm Central Station Monitoring.,No Subcontract Payments Submitted,Construction Services,44850.00,44850.00,0.00,2022-03-01,2024-02-29,006,Yes,No 
CT181620248803442,Yes,Sub Vendor,HIGH RISE FIRE PROTECTION CORP.,Non-M/WBE,"Fire Alarm System Central Station Monitoring, Inspection",0.00,0.00,0.00,2022-03-01,2024-02-29,2023-12-13,No ,No ,Department of Health and Mental Hygiene,,10,-,WORK/LABOR,RENEWAL OF CONTRACT,MAINT & OPER OF INFRASTRUCTURE,Human Services,81618B8230KXLR001,"",-,-,TESCO FIRE SERVICES INC,Asian American,"Fire Alarm Inspection, Testing, Maintenance and Repair",ACCO Rejected Subcontract,Construction Services,70000.00,70000.00,0.00,2022-03-01,2024-02-29,003,No ,No 
CT181620248803442,Yes,Sub Vendor,HIGH RISE FIRE PROTECTION CORP.,Non-M/WBE,"Fire Alarm System Central Station Monitoring, Inspection",0.00,0.00,0.00,2022-03-01,2024-02-29,2023-12-13,No ,No ,Department of Health and Mental Hygiene,,10,-,WORK/LABOR,RENEWAL OF CONTRACT,MAINT & OPER OF INFRASTRUCTURE,Human Services,81618B8230KXLR001,"",-,-,STATEWIDE FIRE CORP.,Women (Non-Minority),Fire Alarm Central Station Monitoring,ACCO Rejected Subcontract,Construction Services,44850.00,44850.00,0.00,2022-03-01,2024-02-29,004,Yes,No 
CT181620248803442,Yes,Sub Vendor,HIGH RISE FIRE PROTECTION CORP.,Non-M/WBE,"Fire Alarm System Central Station Monitoring, Inspection",0.00,0.00,0.00,2022-03-01,2024-02-29,2023-12-13,No ,No ,Department of Health and Mental Hygiene,,10,-,WORK/LABOR,RENEWAL OF CONTRACT,MAINT & OPER OF INFRASTRUCTURE,Human Services,81618B8230KXLR001,"",-,-,STATEWIDE FIRE CORP.,Women (Non-Minority),FIRE ALARM CENTRAL STATION MONITORING,ACCO Rejected Subcontract,Construction Services,50000.00,50000.00,0.00,2022-03-01,2024-02-29,002,Yes,No 
CT181620248803442,Yes,Sub Vendor,HIGH RISE FIRE PROTECTION CORP.,Non-M/WBE,"Fire Alarm System Central Station Monitoring, Inspection",0.00,0.00,0.00,2022-03-01,2024-02-29,2023-12-13,No ,No ,Department of Health and Mental Hygiene,,10,-,WORK/LABOR,RENEWAL OF CONTRACT,MAINT & OPER OF INFRASTRUCTURE,Human Services,81618B8230KXLR001,"",-,-,TESCO FIRE SERVICES INC,Asian American,"FIRE ALARM INSPECTION, TESTING, MAINTENANCE & REPAIR",ACCO Rejected Subcontract,Construction Services,80000.00,80000.00,0.00,2024-02-01,2024-02-29,001,No ,No 
CT181620248802771,No Data Entered,Prime Vendor,CHANGE HEALTHCARE TECHNOLOGY ENABLED SERVICES LLC,Non-M/WBE,Nurse Triage Call Center,25126416.00,25126416.00,8472124.78,2023-01-01,2024-12-31,2023-09-21,No ,No ,Department of Health and Mental Hygiene,,5,-,PROGRAMS,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,CONTRACTUAL SERVICES GENERAL,Human Services,81623N0015001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248802770,Not Required,Prime Vendor,CPI USA Inc,Asian American,CATCH IT Consultant,199000.00,199000.00,97630.00,2023-06-21,2024-06-20,2023-12-13,No ,No ,Department of Health and Mental Hygiene,,3,-,CONSULTANT,M/WBE SMALL PURCHASE,PROF SERV OTHER,Professional Services,81623W0039001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248802663,Not Required,Prime Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,Discretionary/City Council,123398.00,123398.00,123393.66,2022-07-01,2023-06-30,2023-10-13,No ,No ,Department of Health and Mental Hygiene,1014729183,2,-,PROGRAMS,BORO NEEDS/DISCRETIONARY FUND,CONTRACTUAL SERVICES GENERAL,Human Services,81623L1278001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248802647,No Data Entered,Prime Vendor,NEW YORK STATE TECHNOLOGY ENTERPRISE CORPORATION,Non-M/WBE,Electronic Health Records (EHR),399670.00,399670.00,332918.70,2022-10-03,2024-04-02,2023-09-08,No ,No ,Department of Health and Mental Hygiene,,2,-,CONSULTANT,INTERGOVERNMENTAL PROCUREMENT,CONTRACTUAL SERVICES GENERAL,Professional Services,81623O0004001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248802326,Not Required,Prime Vendor,KAMBRIAN CORPORATION,Asian American,MongoDB Enterprise Advanced SUB-EA Subscription,45869.40,45869.40,91757.38,2023-06-01,2024-05-31,2023-08-23,Yes,No ,Department of Health and Mental Hygiene,,4,-,SUBSCRIPTIONS,M/WBE SMALL PURCHASE,DATA PROCESSING SUPPLIES,Goods,81623W0061001A002,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248802143,No Data Entered,Prime Vendor,CoherentRx Inc.,Non-M/WBE,BSTI Nurse scheduling solutions - licensing fees,1294685.78,1294685.78,994004.79,2022-07-01,2026-06-30,2023-09-11,No ,No ,Department of Health and Mental Hygiene,,4,-,PROGRAMS,SOLE SOURCE,CONTRACTUAL SERVICES GENERAL,Human Services,81623S0011001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248802120,No Data Entered,Prime Vendor,NEOCHROMOSOME INC,Non-M/WBE,Whole Genome Sequencing for SARS-CoV-2 variants for FY23-29.,56904000.00,56904000.00,1827637.50,2023-02-02,2029-02-01,2024-02-15,No ,No ,Department of Health and Mental Hygiene,,6,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,CONTRACTUAL SERVICES GENERAL,Human Services,81623N0018006,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248801452,No Data Entered,Prime Vendor,ATRIUM STAFFING LLC,Women (Non-Minority),Temporary Staffing,18000000.00,18000000.00,8389797.47,2023-01-01,2024-12-31,2023-08-16,Yes,No ,Department of Health and Mental Hygiene,,14,-,PROGRAMS,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,CONTRACTUAL SERVICES GENERAL,Human Services,81623N0016001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620248801426,No Data Entered,Prime Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,FY23 Discretionary award,427008.00,427008.00,416289.65,2022-07-01,2023-06-30,2023-08-04,No ,No ,Department of Health and Mental Hygiene,1015245958,4,-,PROGRAMS,BORO NEEDS/DISCRETIONARY FUND,CONTRACTUAL SERVICES GENERAL,Human Services,81623L1188001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241416265,Not Required,Prime Vendor,BROADWAY MALL ASSOCIATION INC,Non-M/WBE,Serves local communities through three programs,5000.00,5000.00,5000.00,2022-07-01,2023-06-30,2024-04-16,No ,No ,Department of Health and Mental Hygiene,1015511593,1,-,PROGRAMS,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Human Services,23FB032301R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241415917,Not Required,Prime Vendor,GODS LOVE WE DELIVER INC,Non-M/WBE,Home Delivered Medically Tailored Meals,5500.00,5500.00,5500.00,2022-07-01,2023-06-30,2024-04-09,No ,No ,Department of Health and Mental Hygiene,1015491407,1,-,PROGRAMS,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Human Services,23FB039101R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241411866,Not Required,Prime Vendor,EAST HARLEM TUTORIAL PROGRAM INC,Non-M/WBE,Food Pantry for East Harlem Tutorial Program Families,5000.00,5000.00,4750.00,2022-07-01,2023-06-30,2024-01-31,No ,No ,Department of Health and Mental Hygiene,,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,23FB034901R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241409767,Not Required,Prime Vendor,UPTOWN GRAND CENTRAL CORP,Non-M/WBE,"Uptown Grand Central party on park, transformation East 125",5000.00,5000.00,5000.00,2022-07-01,2023-06-30,2023-12-22,No ,No ,Department of Health and Mental Hygiene,1014970344,1,-,PROGRAMS,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Human Services,23FB032401R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241409542,Not Required,Prime Vendor,MYTHICS LLC,Non-M/WBE,MySQL Renewal,13000.50,13000.50,11446.09,2023-05-18,2024-05-17,2023-12-20,No ,No ,Department of Health and Mental Hygiene,,6,-,PROGRAMS,"SMALL PURCHASE - UNDER $5,000","CONTRACTUAL SERVICES GENERAL, DATA PROCESSING SUPPLIES",Human Services,23DA034101R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241409541,Not Required,Prime Vendor,PEOPLES THEATRE PROJECT INC,Non-M/WBE,Creates theatre with and for immigrant communities,5000.00,5000.00,4994.15,2022-07-01,2023-06-30,2024-01-02,No ,No ,Department of Health and Mental Hygiene,,1,-,PROGRAMS,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Human Services,23FB034601R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241408506,Not Required,Prime Vendor,PAVE EDUCATES,Non-M/WBE,Parent & Teacher Education Youth Vaping Prevention Programs,5000.00,5000.00,5000.00,2022-07-01,2023-06-30,2023-11-29,No ,No ,Department of Health and Mental Hygiene,1014878068,1,-,PROGRAMS,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Human Services,23FB035801R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241408371,Not Required,Prime Vendor,SHARE SELF HELP FOR WOMEN WITH BREAST OR OVARIAN CANCER INC,Non-M/WBE,Ambassador Program offers educational programs and trainings,5000.00,5000.00,5000.00,2022-07-01,2023-06-30,2023-11-28,No ,No ,Department of Health and Mental Hygiene,1014872182,1,-,PROGRAMS,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Human Services,23FB034201R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241406123,Not Required,Prime Vendor,ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC,Non-M/WBE,ArcGIS Software Licenses for Environmental Health,3000.00,3000.00,3000.00,2023-05-09,2023-06-30,2023-10-11,No ,No ,Department of Health and Mental Hygiene,1014710170,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",DATA PROCESSING SUPPLIES,Goods,816-EHSM-23-2827-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241404097,Not Required,Prime Vendor,RECTOR WARDENS VESTRY MEN OF ST BARTHOLOMEW'S CHURCH,Non-M/WBE,Maintaining Gardens and restoration,5000.00,5000.00,1003.67,2022-07-01,2023-06-30,2023-09-06,No ,No ,Department of Health and Mental Hygiene,,1,-,PROGRAMS,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Human Services,23FB037001R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241404096,Not Required,Prime Vendor,MUSLIM COMMUNITY NETWORK,Non-M/WBE,Educational workshop in vatious schools and community center,5000.00,5000.00,5000.00,2022-07-01,2023-06-30,2023-09-06,No ,No ,Department of Health and Mental Hygiene,1014561396,1,-,PROGRAMS,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Human Services,23FB038501R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241403932,Not Required,Prime Vendor,JUSTICE INNOVATION INC,Non-M/WBE,Harlem Community Justice Center - Housing Help Desk,5000.00,5000.00,3968.39,2022-07-01,2023-06-30,2023-09-01,No ,No ,Department of Health and Mental Hygiene,,1,-,PROGRAMS,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Human Services,23FB039001R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241403844,Not Required,Prime Vendor,THE FORTUNE SOCIETY INC,Non-M/WBE,Cooking & Nutrition Education for Formerly incarcerated,5000.00,5000.00,5000.00,2022-07-01,2023-06-30,2023-08-31,No ,No ,Department of Health and Mental Hygiene,1015543645,3,-,PROGRAMS,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Human Services,23FB034701R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241403843,Not Required,Prime Vendor,Seven Stories Institute,Non-M/WBE,Youth Extracurricular Programming & Neighborhood/Family,5000.00,5000.00,0.00,2022-07-01,2023-06-30,2023-08-31,No ,No ,Department of Health and Mental Hygiene,,1,-,PROGRAMS,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Human Services,23FB038901R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241403796,Not Required,Prime Vendor,SHALOM TASK FORCE,Non-M/WBE,Facilitates to provide direct services for victims of DV,5000.00,5000.00,5000.00,2022-07-01,2023-06-30,2023-08-29,No ,No ,Department of Health and Mental Hygiene,1015543667,3,-,PROGRAMS,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Human Services,23FB035701R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241403632,Not Required,Prime Vendor,"QuarterMaster Holdco, LLC",Non-M/WBE,software will enable the program to score and analysis surve,12000.00,12000.00,12000.00,2022-05-16,2023-05-15,2023-09-07,No ,No ,Department of Health and Mental Hygiene,1014540297,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,22WT037801R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241402446,Not Required,Prime Vendor,THE DOOR-A CENTER OF ALTERNATIVES INC,Non-M/WBE,The Food Nutrition Program - Provides Free Meal Services,5000.00,5000.00,5000.00,2022-07-01,2023-06-30,2023-08-08,No ,No ,Department of Health and Mental Hygiene,1014501397,1,-,PROGRAMS,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Human Services,23FB038301R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241402225,Not Required,Prime Vendor,SPOONBREAD INC SPOONBREAD TOO,Black American,Food for non-employee recognition event,1320.00,1320.00,0.00,2023-06-12,2023-08-05,2023-08-03,Yes,No ,Department of Health and Mental Hygiene,,2,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",FOOD & FORAGE SUPPLIES,Goods,816-DISA-23-3221-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241402221,Not Required,Prime Vendor,RUBBER STAMPS INC,Non-M/WBE,To Pay FY2020 Invoice #A17568,125.25,125.25,125.25,2023-06-16,2023-06-30,2023-08-03,No ,No ,Department of Health and Mental Hygiene,1014435542,2,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",SUPPLIES + MATERIALS - GENERAL,Goods,816-EHSJ-23-3224-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241401816,No Data Entered,Prime Vendor,NEXERA LLC,Non-M/WBE,Supplies & equipment to operate multiple hospitals.,960000.00,960000.00,960000.00,2023-01-01,2023-10-31,2023-08-14,No ,No ,Department of Health and Mental Hygiene,1015238871,4,-,SUPPLIES/MATERIALS/EQUIPMENT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Goods,23GM015601R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241401666,Not Required,Prime Vendor,Fast Feet Running and Athletics Inc,Non-M/WBE,"To promote equality in physical activity, nutrition",5000.00,5000.00,5000.00,2022-07-01,2023-06-30,2023-07-26,No ,No ,Department of Health and Mental Hygiene,1014418250,3,-,PROGRAMS,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Human Services,23FB033201R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241401248,Not Required,Prime Vendor,The HOW Institute For Society,Non-M/WBE,Fellowship for the COH office working with participants for,12000.00,12000.00,12000.00,2023-03-07,2023-06-30,2023-07-20,No ,No ,Department of Health and Mental Hygiene,1014399876,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Standardized Services,816-COMA-23-3028-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241400842,Not Required,Prime Vendor,HARLEM ADVOCATES FOR SENIORS INC,Non-M/WBE,Finance- Harlem Advocates For Seniors Inc.,5000.00,5000.00,4963.85,2022-07-01,2023-06-30,2023-07-14,No ,No ,Department of Health and Mental Hygiene,,2,-,WORK/LABOR,SM PURCHASE COUNCIL & BP NEEDS,CONTRACTUAL SERVICES GENERAL,Standardized Services,23FB032101R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620241400364,Not Required,Prime Vendor,CAEAR COALITION INC,Non-M/WBE,CAEAR Coalition membership to pay an outstanding invoice,17000.00,17000.00,17000.00,2023-06-01,2023-06-30,2023-07-07,No ,No ,Department of Health and Mental Hygiene,1014348435,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",OFF SVC-MEMBERSHIP DUES & FEES,Goods,816-DISC-23-3223-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620238808706,No Data Entered,Prime Vendor,HELP SOCIAL SERVICE CORPORATION,Non-M/WBE,Intended Increase for 25% allowance amendment.,73588055.00,58870444.00,2885971.29,2023-05-01,2038-04-30,2023-08-07,No ,No ,Department of Health and Mental Hygiene,,7,-,PROGRAMS,RFP FROM A PQVL,MENTAL HYGIENE SERVICES,Human Services,81623P0018001A002,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620238808617,Not Required,Prime Vendor,ROUTERATI INC,Black American,TO PROVIDE MAINTENANCE AND SUPPORT SERVICE TO OCME EQUIPMENT,83750.00,83750.00,83750.00,2023-01-31,2025-01-30,2023-06-21,No ,No ,Department of Health and Mental Hygiene,,2,-,REQUIREMENTS-SERVICES,M/WBE SMALL PURCHASE,DATA PROCESSING EQUIPMENT MAINTENANCE,Professional Services,81623W0067001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620238808558,No Data Entered,Prime Vendor,HEALTHQUEST ESOTERICS INC,Non-M/WBE,Whole Genome Sequencing for SARS-CoV-2 variants for FY23-29.,900000.00,900000.00,46800.00,2022-08-16,2028-08-15,2023-07-20,No ,No ,Department of Health and Mental Hygiene,,5,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,CONTRACTUAL SERVICES GENERAL,Human Services,81623N0018003,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620238808552,Not Required,Prime Vendor,SURVEYMONKEY INC,Non-M/WBE,Renewal of Survey Monkey Licenses,210000.00,210000.00,210000.00,2023-06-01,2025-05-31,2023-07-27,No ,No ,Department of Health and Mental Hygiene,1015564707,23,-,SUBSCRIPTIONS,RENEWAL OF CONTRACT,"DATA PROCESSING SUPPLIES, PROF SERV OTHER",Professional Services,81620U8905KXLR001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620238808543,Not Required,Prime Vendor,IBILOLA TAYBRON,Black American,MWBE SMALL PURCHASE CONTRACT,53474.70,53474.70,53474.70,2023-05-15,2023-12-31,2023-07-07,Yes,No ,Department of Health and Mental Hygiene,,5,-,SUPPLIES/MATERIALS/EQUIPMENT,M/WBE SMALL PURCHASE,PURCH DATA PROCESSING EQUIPT,Goods,81623W0051001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620238808414,Yes,Prime Vendor,CARLITOS CONTRACTING CORP,Black American,SIDEWALK SHED INSTALLATION AND MAINTENANCE SERVICES,500000.00,500000.00,1209346.91,2023-06-01,2025-05-31,2023-06-02,Yes,No ,Department of Health and Mental Hygiene,,3,-,CONSTRUCTION,M/WBE SMALL PURCHASE,MAINT & OPER OF INFRASTRUCTURE,Construction Services,81623W0043001A002,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
